Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2008,50,12/8/2008,12/14/2008,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2008,51,12/15/2008,12/21/2008,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2008,52,12/22/2008,12/28/2008,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,1,12/29/2008,1/4/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,2,1/5/2009,1/11/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,3,1/12/2009,1/18/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,4,1/19/2009,1/25/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,5,1/26/2009,2/1/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,6,2/2/2009,2/8/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,7,2/9/2009,2/15/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,8,2/16/2009,2/22/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,9,2/23/2009,3/1/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,10,3/2/2009,3/8/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,11,3/9/2009,3/15/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,12,3/16/2009,3/22/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,13,3/23/2009,3/29/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,14,3/30/2009,4/5/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,15,4/6/2009,4/12/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,16,4/13/2009,4/19/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,17,4/20/2009,4/26/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,18,4/27/2009,5/3/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,19,5/4/2009,5/10/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,20,5/11/2009,5/17/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,21,5/18/2009,5/24/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,22,5/25/2009,5/31/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,23,6/1/2009,6/7/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,24,6/8/2009,6/14/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,25,6/15/2009,6/21/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,26,6/22/2009,6/28/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,27,6/29/2009,7/5/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,28,7/6/2009,7/12/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,29,7/13/2009,7/19/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,30,7/20/2009,7/26/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,31,7/27/2009,8/2/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,32,8/3/2009,8/9/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,33,8/10/2009,8/16/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,34,8/17/2009,8/23/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,35,8/24/2009,8/30/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,36,8/31/2009,9/6/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,37,9/7/2009,9/13/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,38,9/14/2009,9/20/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,39,9/21/2009,9/27/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,40,9/28/2009,10/4/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,41,10/5/2009,10/11/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,42,10/12/2009,10/18/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,43,10/19/2009,10/25/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,44,10/26/2009,11/1/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,45,11/2/2009,11/8/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,46,11/9/2009,11/15/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,47,11/16/2009,11/22/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,48,11/23/2009,11/29/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,49,11/30/2009,12/6/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,50,12/7/2009,12/13/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,51,12/14/2009,12/20/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,52,12/21/2009,12/27/2009,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2009,53,12/28/2009,1/3/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,1,1/4/2010,1/10/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,2,1/11/2010,1/17/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,3,1/18/2010,1/24/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,4,1/25/2010,1/31/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,5,2/1/2010,2/7/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,6,2/8/2010,2/14/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,7,2/15/2010,2/21/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,8,2/22/2010,2/28/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,9,3/1/2010,3/7/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,10,3/8/2010,3/14/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,11,3/15/2010,3/21/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,12,3/22/2010,3/28/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,13,3/29/2010,4/4/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,14,4/5/2010,4/11/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,15,4/12/2010,4/18/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,16,4/19/2010,4/25/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,17,4/26/2010,5/2/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,18,5/3/2010,5/9/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,19,5/10/2010,5/16/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,20,5/17/2010,5/23/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,21,5/24/2010,5/30/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,22,5/31/2010,6/6/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,23,6/7/2010,6/13/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,24,6/14/2010,6/20/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,25,6/21/2010,6/27/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,26,6/28/2010,7/4/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,27,7/5/2010,7/11/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,28,7/12/2010,7/18/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,29,7/19/2010,7/25/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,30,7/26/2010,8/1/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,31,8/2/2010,8/8/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,32,8/9/2010,8/15/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,33,8/16/2010,8/22/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,34,8/23/2010,8/29/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,35,8/30/2010,9/5/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,36,9/6/2010,9/12/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,37,9/13/2010,9/19/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,38,9/20/2010,9/26/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,39,9/27/2010,10/3/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,40,10/4/2010,10/10/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,41,10/11/2010,10/17/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,42,10/18/2010,10/24/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,43,10/25/2010,10/31/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,44,11/1/2010,11/7/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,45,11/8/2010,11/14/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,46,11/15/2010,11/21/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,47,11/22/2010,11/28/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,48,11/29/2010,12/5/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,49,12/6/2010,12/12/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,50,12/13/2010,12/19/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,51,12/20/2010,12/26/2010,,,,,,,,,,,,,,,No Report
Antigua and Barbuda,Region of the Americas of WHO,Central America and Caribbean,2010,52,12/27/2010,1/2/2011,,,,,,,,,,,,,,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2008,1,12/31/2007,1/6/2008,,19,0,,0,,0,0,0,0,0,0,0,19,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,2,1/7/2008,1/13/2008,,21,0,,0,,0,0,0,0,0,0,0,21,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,3,1/14/2008,1/20/2008,,27,0,,0,,0,0,0,0,0,0,0,27,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,4,1/21/2008,1/27/2008,,25,0,,0,,0,0,0,0,0,0,0,25,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,5,1/28/2008,2/3/2008,,26,0,,0,,0,0,0,0,0,0,0,26,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,6,2/4/2008,2/10/2008,,25,0,,0,,0,0,0,0,0,0,0,25,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,7,2/11/2008,2/17/2008,,27,0,,0,,0,0,0,0,0,0,0,27,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,8,2/18/2008,2/24/2008,,25,0,,0,,0,0,0,0,0,0,0,25,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,9,2/25/2008,3/2/2008,,20,0,,0,,0,0,0,0,0,0,0,20,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,10,3/3/2008,3/9/2008,,28,0,,0,,0,0,0,0,0,0,0,28,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,11,3/10/2008,3/16/2008,,54,0,,0,,0,0,0,0,0,0,0,54,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,12,3/17/2008,3/23/2008,,42,0,,0,,0,0,0,0,0,0,0,42,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,13,3/24/2008,3/30/2008,,58,0,,0,,0,0,0,0,0,0,0,58,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,14,3/31/2008,4/6/2008,,57,0,,0,,1,1,0,0,1,1,2,55,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,15,4/7/2008,4/13/2008,,57,1,,0,,0,1,0,0,0,0,1,56,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,16,4/14/2008,4/20/2008,,55,0,,0,,0,0,0,0,0,0,0,55,No Activity
Argentina,Region of the Americas of WHO,Temperate South America,2008,17,4/21/2008,4/27/2008,,77,0,,0,,1,1,1,0,3,4,5,72,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,18,4/28/2008,5/4/2008,,380,0,,0,,0,0,0,0,1,1,1,379,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,19,5/5/2008,5/11/2008,,685,0,,0,,0,0,0,0,3,3,3,682,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,20,5/12/2008,5/18/2008,,670,0,,0,,1,1,1,0,1,2,3,667,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,21,5/19/2008,5/25/2008,,856,0,,0,,2,2,3,0,0,3,5,851,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,22,5/26/2008,6/1/2008,,783,0,,0,,2,2,9,0,4,13,15,768,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,2008,23,6/2/2008,6/8/2008,,1144,2,,0,,2,4,8,0,13,21,25,1119,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,2008,24,6/9/2008,6/15/2008,,1186,1,,0,,4,5,4,0,14,18,23,1163,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,2008,25,6/16/2008,6/22/2008,,1260,0,,0,,14,14,2,0,37,39,53,1207,Regional Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,2008,26,6/23/2008,6/29/2008,,1192,1,,0,,29,30,3,0,53,56,86,1106,Widespread Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,2008,27,6/30/2008,7/6/2008,,1138,2,,0,,47,49,0,0,39,39,88,1050,Widespread Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,2008,28,7/7/2008,7/13/2008,,924,1,,0,,53,54,0,0,23,23,77,847,Widespread Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,2008,29,7/14/2008,7/20/2008,,962,3,,0,,45,48,0,0,24,24,72,890,Widespread Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,2008,30,7/21/2008,7/27/2008,,853,6,,0,,76,82,0,0,30,30,112,741,Regional Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,2008,31,7/28/2008,8/3/2008,,697,2,,0,,27,29,0,0,16,16,45,652,Local Outbreak
Argentina,Region of the Americas of WHO,Temperate South America,2008,32,8/4/2008,8/10/2008,,678,0,,0,,26,26,0,0,10,10,36,642,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,33,8/11/2008,8/17/2008,,708,0,,0,,15,15,0,0,12,12,27,681,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,34,8/18/2008,8/24/2008,,502,0,,0,,8,8,0,0,4,4,12,490,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,35,8/25/2008,8/31/2008,,568,1,,0,,8,9,0,0,6,6,15,553,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,36,9/1/2008,9/7/2008,,644,0,,0,,20,20,0,0,1,1,21,623,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,37,9/8/2008,9/14/2008,,514,0,,0,,15,15,0,0,1,1,16,498,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,38,9/15/2008,9/21/2008,,403,0,,0,,9,9,0,0,1,1,10,393,Sporadic
Argentina,Region of the Americas of WHO,Temperate South America,2008,39,9/22/2008,9/28/2008,,181,0,,0,,11,11,0,0,1,1,12,169,Sporadic
